source_a_line_id,source_a_transaction_id,source_b_line_id,source_b_transaction_id,match_method,confidence_score,identity_status,quantity_status,price_status,amount_status,reconciliation_status,review_required,quantity_difference,price_difference,amount_difference,source_a_product_id,source_b_product_id,source_a_product_name,source_b_product_name,source_a_amount,source_b_amount,source_a_quantity,source_b_quantity,source_a_unit_price,source_b_unit_price,signed_exposure,absolute_exposure,quantity_exposure,price_exposure,amount_exposure,unresolved_exposure,review_exposure
TXN-A-000399-L797,TXN-A-000399,TXN-B-000399-L798,TXN-B-000399,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0002,PRD-0002,AURORA All Purpose Cleaner 30 CM,AURORA All Purpose Cleaner 30 CM,402.48,402.48,9.00,9.00,44.72,44.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000400-L799,TXN-A-000400,TXN-B-000400-L800,TXN-B-000400,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0015,PRD-0015,NEXUS Fabric Softener 200 G,NEXUS Fabric Softener 200 G,255.85,255.85,5.40,5.40,47.38,47.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000401-L801,TXN-A-000401,TXN-B-000401-L802,TXN-B-000401,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0044,PRD-0044,AURORA Whiteboard Marker 12 IN,AURORA Whiteboard Marker 12 IN,357.38,357.38,9.18,9.18,38.93,38.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000402-L803,TXN-A-000402,TXN-B-000402-L804,TXN-B-000402,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0055,PRD-0055,ZENITH Phone Case 250 MG,ZENITH Phone Case 250 MG,310.98,310.98,5.91,5.91,52.62,52.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000403-L805,TXN-A-000403,TXN-B-000403-L806,TXN-B-000403,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0091,PRD-0091,ZENITH Hair Gel 1.5 L,ZENITH Hair Gel 1.5 L,194.78,194.78,2.22,2.22,87.74,87.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000404-L807,TXN-A-000404,TXN-B-000404-L808,TXN-B-000404,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0102,PRD-0102,NEXUS Mixing Bowl Set 15 W,NEXUS Mixing Bowl Set 15 W,295.34,295.34,5.04,5.04,58.60,58.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000405-L809,TXN-A-000405,TXN-B-000405-L810,TXN-B-000405,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0045,PRD-0045,NEXUS Whiteboard Marker 45 CM,NEXUS Whiteboard Marker 45 CM,228.72,228.72,7.74,7.74,29.55,29.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000406-L811,TXN-A-000406,TXN-B-000406-L812,TXN-B-000406,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0034,PRD-0034,ZENITH Stapler 100 MG,ZENITH Stapler 100 MG,355.73,355.73,4.45,4.45,79.94,79.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000407-L813,TXN-A-000407,TXN-B-000407-L814,TXN-B-000407,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0141,PRD-0141,NEXUS Eraser Pack 3 V,NEXUS Eraser Pack 3 V,198.19,198.19,5.70,5.70,34.77,34.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000408-L815,TXN-A-000408,TXN-B-000408-L816,TXN-B-000408,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0047,PRD-0047,AURORA Tape Dispenser 45 CM,AURORA Tape Dispenser 45 CM,14.31,14.31,6.88,6.88,2.08,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000409-L817,TXN-A-000409,TXN-B-000409-L818,TXN-B-000409,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0116,PRD-0116,AURORA Can Opener 500 MG,AURORA Can Opener 500 MG,547.21,547.21,6.79,6.79,80.59,80.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000410-L819,TXN-A-000410,TXN-B-000410-L820,TXN-B-000410,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0068,PRD-0068,AURORA HDMI Cable 10000 MAH,AURORA HDMI Cable 10000 MAH,189.10,189.10,4.87,4.87,38.83,38.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000411-L821,TXN-A-000411,TXN-B-000411-L822,TXN-B-000411,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0115,PRD-0115,ZENITH Can Opener 2000 MAH,ZENITH Can Opener 2000 MAH,446.36,446.36,6.93,6.93,64.41,64.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000412-L823,TXN-A-000412,TXN-B-000412-L824,TXN-B-000412,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0043,PRD-0043,ZENITH Whiteboard Marker 20 W,ZENITH Whiteboard Marker 20 W,463.47,463.47,8.19,8.19,56.59,56.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000413-L825,TXN-A-000413,TXN-B-000413-L826,TXN-B-000413,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0059,PRD-0059,AURORA Screen Protector 45 CM,AURORA Screen Protector 45 CM,90.85,90.85,1.47,1.47,61.80,61.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000414-L827,TXN-A-000414,TXN-B-000414-L828,TXN-B-000414,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0067,PRD-0067,ZENITH HDMI Cable 1 KG,ZENITH HDMI Cable 1 KG,335.57,335.57,5.84,5.84,57.46,57.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000415-L829,TXN-A-000415,TXN-B-000415-L830,TXN-B-000415,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0097,PRD-0097,ZENITH Cutting Board 5 W,ZENITH Cutting Board 5 W,131.12,131.12,8.20,8.20,15.99,15.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000416-L831,TXN-A-000416,TXN-B-000416-L832,TXN-B-000416,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0114,PRD-0114,NEXUS Kitchen Towel 10 W,NEXUS Kitchen Towel 10 W,144.40,144.40,5.79,5.79,24.94,24.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000417-L833,TXN-A-000417,TXN-B-000417-L834,TXN-B-000417,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0111,PRD-0111,NEXUS Storage Container 500 G,NEXUS Storage Container 500 G,419.42,419.42,6.86,6.86,61.14,61.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000418-L835,TXN-A-000418,TXN-B-000418-L836,TXN-B-000418,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0095,PRD-0095,AURORA Lotion 1 KG,AURORA Lotion 1 KG,608.53,608.53,5.19,5.19,117.25,117.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000419-L837,TXN-A-000419,TXN-B-000419-L838,TXN-B-000419,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0004,PRD-0004,ZENITH Glass Spray 750 ML,ZENITH Glass Spray 750 ML,214.79,214.79,2.14,2.14,100.37,100.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000420-L839,TXN-A-000420,TXN-B-000420-L840,TXN-B-000420,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0069,PRD-0069,NEXUS HDMI Cable 1.5 L,NEXUS HDMI Cable 1.5 L,311.97,311.97,6.87,6.87,45.41,45.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000421-L841,TXN-A-000421,TXN-B-000421-L842,TXN-B-000421,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0047,PRD-0047,AURORA Tape Dispenser 45 CM,AURORA Tape Dispenser 45 CM,11.13,11.13,5.35,5.35,2.08,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000422-L843,TXN-A-000422,TXN-B-000422-L844,TXN-B-000422,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0127,PRD-0127,ZENITH Colored Pencil Set 50 G,ZENITH Colored Pencil Set 50 G,333.73,333.73,5.76,5.76,57.94,57.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000423-L845,TXN-A-000423,TXN-B-000423-L846,TXN-B-000423,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0136,PRD-0136,ZENITH Scissors 3 V,ZENITH Scissors 3 V,630.30,630.30,8.85,8.85,71.22,71.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000424-L847,TXN-A-000424,TXN-B-000424-L848,TXN-B-000424,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0107,PRD-0107,AURORA Spatula Set 9 V,AURORA Spatula Set 9 V,19.23,19.23,3.31,3.31,5.81,5.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000425-L849,TXN-A-000425,TXN-B-000425-L850,TXN-B-000425,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0087,PRD-0087,NEXUS Deodorant 9 V,NEXUS Deodorant 9 V,646.19,646.19,5.54,5.54,116.64,116.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000426-L851,TXN-A-000426,TXN-B-000426-L852,TXN-B-000426,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0018,PRD-0018,NEXUS Surface Wipes 500 MG,NEXUS Surface Wipes 500 MG,255.12,255.12,6.49,6.49,39.31,39.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000427-L853,TXN-A-000427,TXN-B-000427-L854,TXN-B-000427,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0073,PRD-0073,ZENITH Hand Soap 250 MG,ZENITH Hand Soap 250 MG,166.79,166.79,7.38,7.38,22.60,22.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000428-L855,TXN-A-000428,TXN-B-000428-L856,TXN-B-000428,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0101,PRD-0101,AURORA Mixing Bowl Set 100 MG,AURORA Mixing Bowl Set 100 MG,895.01,895.01,7.88,7.88,113.58,113.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000429-L857,TXN-A-000429,TXN-B-000429-L858,TXN-B-000429,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0101,PRD-0101,AURORA Mixing Bowl Set 100 MG,AURORA Mixing Bowl Set 100 MG,152.20,152.20,1.34,1.34,113.58,113.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000430-L859,TXN-A-000430,TXN-B-000430-L860,TXN-B-000430,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0129,PRD-0129,NEXUS Colored Pencil Set 750 ML,NEXUS Colored Pencil Set 750 ML,562.52,562.52,5.93,5.93,94.86,94.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000431-L861,TXN-A-000431,TXN-B-000431-L862,TXN-B-000431,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0057,PRD-0057,NEXUS Phone Case 1 L,NEXUS Phone Case 1 L,117.40,117.40,3.70,3.70,31.73,31.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000432-L863,TXN-A-000432,TXN-B-000432-L864,TXN-B-000432,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0008,PRD-0008,AURORA Dish Liquid 10000 MAH,AURORA Dish Liquid 10000 MAH,624.18,624.18,5.58,5.58,111.86,111.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000433-L865,TXN-A-000433,TXN-B-000433-L866,TXN-B-000433,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0060,PRD-0060,NEXUS Screen Protector 10 IN,NEXUS Screen Protector 10 IN,320.80,320.80,3.76,3.76,85.32,85.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000434-L867,TXN-A-000434,TXN-B-000434-L868,TXN-B-000434,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0083,PRD-0083,AURORA Toothpaste 3 V,AURORA Toothpaste 3 V,294.15,294.15,6.24,6.24,47.14,47.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000435-L869,TXN-A-000435,TXN-B-000435-L870,TXN-B-000435,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0050,PRD-0050,AURORA USB Cable 10000 MAH,AURORA USB Cable 10000 MAH,9.98,9.98,3.23,3.23,3.09,3.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000436-L871,TXN-A-000436,TXN-B-000436-L872,TXN-B-000436,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0053,PRD-0053,AURORA Power Adapter 1 L,AURORA Power Adapter 1 L,371.86,371.86,8.49,8.49,43.80,43.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000437-L873,TXN-A-000437,TXN-B-000437-L874,TXN-B-000437,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0093,PRD-0093,NEXUS Hair Gel 10 W,NEXUS Hair Gel 10 W,43.05,43.05,1.58,1.58,27.25,27.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000438-L875,TXN-A-000438,TXN-B-000438-L876,TXN-B-000438,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0054,PRD-0054,NEXUS Power Adapter 500 ML,NEXUS Power Adapter 500 ML,61.09,61.09,3.70,3.70,16.51,16.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000439-L877,TXN-A-000439,TXN-B-000439-L878,TXN-B-000439,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0123,PRD-0123,NEXUS Notebook 3 V,NEXUS Notebook 3 V,18.92,18.92,1.23,1.23,15.38,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000440-L879,TXN-A-000440,TXN-B-000440-L880,TXN-B-000440,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0082,PRD-0082,ZENITH Toothpaste 500 MG,ZENITH Toothpaste 500 MG,203.19,203.19,2.20,2.20,92.36,92.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000441-L881,TXN-A-000441,TXN-B-000441-L882,TXN-B-000441,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0032,PRD-0032,AURORA Binder Clip Box 3 V,AURORA Binder Clip Box 3 V,380.64,380.64,4.82,4.82,78.97,78.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000442-L883,TXN-A-000442,TXN-B-000442-L884,TXN-B-000442,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0134,PRD-0134,AURORA Glue Stick 9 V,AURORA Glue Stick 9 V,615.92,615.92,7.93,7.93,77.67,77.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000443-L885,TXN-A-000443,TXN-B-000443-L886,TXN-B-000443,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0129,PRD-0129,NEXUS Colored Pencil Set 750 ML,NEXUS Colored Pencil Set 750 ML,894.53,894.53,9.43,9.43,94.86,94.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000444-L887,TXN-A-000444,TXN-B-000444-L888,TXN-B-000444,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0068,PRD-0068,AURORA HDMI Cable 10000 MAH,AURORA HDMI Cable 10000 MAH,110.67,110.67,2.85,2.85,38.83,38.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000445-L889,TXN-A-000445,TXN-B-000445-L890,TXN-B-000445,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0070,PRD-0070,ZENITH Mouse Pad 200 G,ZENITH Mouse Pad 200 G,847.74,847.74,7.45,7.45,113.79,113.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000446-L891,TXN-A-000446,TXN-B-000446-L892,TXN-B-000446,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0069,PRD-0069,NEXUS HDMI Cable 1.5 L,NEXUS HDMI Cable 1.5 L,232.95,232.95,5.13,5.13,45.41,45.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000447-L893,TXN-A-000447,TXN-B-000447-L894,TXN-B-000447,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0143,PRD-0143,AURORA Marker Set 10 IN,AURORA Marker Set 10 IN,108.84,108.84,8.08,8.08,13.47,13.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000448-L895,TXN-A-000448,TXN-B-000448-L896,TXN-B-000448,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0034,PRD-0034,ZENITH Stapler 100 MG,ZENITH Stapler 100 MG,642.72,642.72,8.04,8.04,79.94,79.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000449-L897,TXN-A-000449,TXN-B-000449-L898,TXN-B-000449,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0099,PRD-0099,NEXUS Cutting Board 500 ML,NEXUS Cutting Board 500 ML,497.67,497.67,4.41,4.41,112.85,112.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000450-L899,TXN-A-000450,TXN-B-000450-L900,TXN-B-000450,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0120,PRD-0120,NEXUS Peeler 30 CM,NEXUS Peeler 30 CM,441.87,441.87,4.61,4.61,95.85,95.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000451-L901,TXN-A-000451,TXN-B-000451-L902,TXN-B-000451,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0138,PRD-0138,NEXUS Scissors 500 MG,NEXUS Scissors 500 MG,789.11,789.11,8.19,8.19,96.35,96.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000452-L903,TXN-A-000452,TXN-B-000452-L904,TXN-B-000452,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0005,PRD-0005,AURORA Glass Spray 500 G,AURORA Glass Spray 500 G,285.81,285.81,2.57,2.57,111.21,111.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000453-L905,TXN-A-000453,TXN-B-000453-L906,TXN-B-000453,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0027,PRD-0027,NEXUS Ballpoint Pen 500 ML,NEXUS Ballpoint Pen 500 ML,207.53,207.53,4.19,4.19,49.53,49.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000454-L907,TXN-A-000454,TXN-B-000454-L908,TXN-B-000454,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0120,PRD-0120,NEXUS Peeler 30 CM,NEXUS Peeler 30 CM,600.02,600.02,6.26,6.26,95.85,95.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000455-L909,TXN-A-000455,TXN-B-000455-L910,TXN-B-000455,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0070,PRD-0070,ZENITH Mouse Pad 200 G,ZENITH Mouse Pad 200 G,910.32,910.32,8.00,8.00,113.79,113.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000456-L911,TXN-A-000456,TXN-B-000456-L912,TXN-B-000456,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0080,PRD-0080,AURORA Body Wash 500 MG,AURORA Body Wash 500 MG,22.83,22.83,1.96,1.96,11.65,11.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000457-L913,TXN-A-000457,TXN-B-000457-L914,TXN-B-000457,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0128,PRD-0128,AURORA Colored Pencil Set 5 W,AURORA Colored Pencil Set 5 W,222.30,222.30,9.00,9.00,24.70,24.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
